Date,Stock,Company,Sector,Close Price,Daily Gain %,Week Gain %,Volume Spike (x avg),RSI (14d),52W High,52W Low,Dist from 52W High %,Sector Weekly Gain %,Market Cap,P/E Ratio,Revenue (Cr),Revenue QoQ %,Revenue YoY %,Net Profit (Cr),Profit QoQ %,Profit YoY %,Operating Profit (Cr),EBITDA Margin %,EPS,EPS Growth YoY %,Operating CF (Cr),Debt to Equity,ROE %,ROCE %,Growth Flags,News (Last 2 Days)
2026-06-18,RADICO.NS,RADICO KHAITAN LTD,Consumer Defensive,,,,4.47,,3599.9,3187.2,,1.09,494206681088,81.84,1503.71,-2.78,16.19,179.46,15.83,87.94,294.61,19.59,13.41,87.82,N/A,0.21,N/A,N/A,Profit +87.94% YoY | EPS +87.82% YoY,"India meets FY26 with cheers & beers: High-end spirits popular; ale beats rainy days
Marico, Radico Khaitan in focus as FMCG navigates inflation-led challenges
Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
Announcement under Regulation 30 (LODR)-Newspaper Publication
Get multiple analysts' prediction on Radico Khaitan"
2026-06-18,PPLPHARMA.NS,PIRAMAL PHARMA LIMITED,Healthcare,,,,1.5,,184.15,148.79,,-0.06,212560412672,N/A,2751.77,28.6,24.84,-8.82,93.52,-339.67,520.14,18.9,-0.07,-333.33,N/A,0.7,-4.0,0.34,Revenue +28.6% QoQ | Profit +93.52% QoQ,No recent news
2026-06-18,NYKAA.NS,FSN E COMMERCE VENTURES,Consumer Cyclical,,,,3.86,,280.95,259.94,,0.0,853706014720,419.86,2648.17,-7.83,28.44,78.38,23.8,286.49,232.07,8.76,0.27,285.71,N/A,0.82,14.34,6.29,Revenue +28.44% YoY | Profit +286.49% YoY | Profit +23.8% QoQ | EPS +285.71% YoY,"Nykaa aims to surpass $5 billion in goods sold by fiscal 2030
Nykaa shares jump 8% to fresh 52-week high after unveiling FY30 roadmap; targets up to 3x revenue growth
Announcement under Regulation 30 (LODR)-Press Release / Media Release
Get multiple analysts' prediction on FSN E-Comm (Nykaa)"
2026-06-18,GALLANTT.NS,GALLANTT ISPAT LIMITED,Basic Materials,,,,1.79,,889.25,621.05,,-2.78,178258362368,36.87,1204.81,12.22,7.73,122.83,22.33,8.06,208.91,17.34,5.09,8.07,N/A,N/A,N/A,N/A,Profit +22.33% QoQ,No recent news
2026-06-18,DEEPAKNTR.NS,DEEPAK NITRITE LTD,Basic Materials,,,,2.04,,1875.9,1535.4,,-2.78,226166931456,41.06,2120.33,7.36,-2.72,219.74,120.2,8.56,382.85,18.06,16.11,8.56,N/A,0.28,9.75,5.76,Profit +120.2% QoQ,"Holding stocks is harder than finding them: 10 mid- and small-caps stocks that may be worth holding on to
Specialty chemicals: Is China still the same threat, or is this a contrarian moment? 7 stocks to be brought back on the watchlist
Stock Radar: Breakout from bullish pennant pattern makes Deepak Nitrite an attractive buy
Compliances-Reg.24(A)-Annual Secretarial Compliance
Get multiple analysts' prediction on Deepak Nitrite"
2026-06-18,POONAWALLA.NS,POONAWALLA FINCORP LTD,Financial Services,,,,1.74,,462.3,372.5,,4.51,354200420352,59.31,2032.34,14.47,92.94,254.79,69.61,1260.33,903.73,44.47,3.15,1212.5,N/A,4.7,5.85,1.14,Revenue +92.94% YoY | Profit +1260.33% YoY | Profit +69.61% QoQ | EPS +1212.5% YoY | EBITDA Margin 44.47%,"Jefferies initiates coverage on Poonawalla Fincorp with Buy rating. Why are analysts bullish?
In volatile times: 5 stocks with score improvement and upside potential of up to 24%
Jio Financial, ITC Hotels and Manappuram Finance among stocks bought and sold by mutual funds in April
Announcement under Regulation 30 (LODR)-Newspaper Publication
Get multiple analysts' prediction on Poonawalla Fincorp"
2026-06-18,WELSPUNLIV.NS,WELSPUN LIVING LIMITED,Consumer Cyclical,,,,9.7,,146.65,126.91,,0.0,153455525888,76.17,2435.43,7.66,-7.95,103.7,49280.95,-21.33,264.86,10.88,1.08,-22.86,N/A,0.47,4.3,2.4,Profit +49280.95% QoQ,No recent news
2026-06-18,AZAD.NS,AZAD ENGINEERING LIMITED,Industrials,,,,1.92,,2315.6,1862.6,,0.59,133535670272,100.03,161.54,1.78,34.08,35.98,4.27,50.44,77.9,48.23,5.57,37.53,N/A,0.31,9.14,5.31,Revenue +34.08% YoY | Profit +50.44% YoY | EPS +37.53% YoY | EBITDA Margin 48.23%,"Stocks in news: RIL, Infosys, Adani Energy, Dabur India, Adani Green
Azad Engineering inaugurates 7,600 sqm manufacturing facility in Hyderabad
Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
Unlock Stock Score, Analyst' Ratings & Recommendations
Get multiple analysts' prediction on Azad Engineering"
2026-06-18,ASKAUTOLTD.NS,ASK AUTOMOTIVE LIMITED,Consumer Cyclical,,,,1.58,,461.05,422.9,,0.0,91326308352,30.68,1147.12,5.8,25.35,71.54,-10.49,8.57,139.29,12.14,3.63,8.68,N/A,0.52,25.26,11.63,Revenue +25.35% YoY | ROE 25.26%,"Stock picks of the week: 5 stocks with consistent score improvement and upside potential of up to 32%
ASK Auto promoter sells Rs 373-crore stake in a bulk deal
Stocks in news: SBI, JSW Energy, JSW Steel, Rashtriya Chemicals, Tata Steel
Compliances-Reg.24(A)-Annual Secretarial Compliance
Unlock Stock Score, Analyst' Ratings & Recommendations"
2026-06-18,GOKEX.NS,GOKALDAS EXPORTS LTD.,Consumer Cyclical,,,,5.14,,768.5,655.55,,0.0,57453854720,59.67,1068.85,9.22,5.27,35.96,146.09,-31.97,135.0,12.63,4.91,-33.65,N/A,0.59,4.72,2.67,Profit +146.09% QoQ,"These mid-cap stocks with ‘Strong Buy’ & ‘Buy’ recos can rally over 25%, according to analysts
Textile sector: Time for a relook as tariff tantrum may soon be history? 5 textile stocks with upside potential of up to 27%
Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
Unlock Stock Score, Analyst' Ratings & Recommendations
Get multiple analysts' prediction on Gokaldas Export"
