Date,Stock,Company,Sector,Close Price,Daily Gain %,Week Gain %,Volume Spike (x avg),RSI (14d),52W High,52W Low,Dist from 52W High %,Sector Weekly Gain %,Market Cap,P/E Ratio,Revenue (Cr),Revenue QoQ %,Revenue YoY %,Net Profit (Cr),Profit QoQ %,Profit YoY %,Operating Profit (Cr),EBITDA Margin %,EPS,EPS Growth YoY %,Operating CF (Cr),Debt to Equity,ROE %,ROCE %,Growth Flags,News (Last 2 Days)
2026-08-12,EIEL.NS,ENVIRO INFRA ENGINEERS L,Industrials,,,,2.2,,244.49,185.54,,0.0,35655409664,19.49,427.31,70.91,72.68,51.92,28.49,41.47,91.5,21.41,2.96,14.29,N/A,0.34,N/A,N/A,Revenue +72.68% YoY | Revenue +70.91% QoQ | Profit +41.47% YoY | Profit +28.49% QoQ,No recent news
2026-08-12,EPL.NS,EPL LIMITED,Consumer Cyclical,,,,13.89,,245.09,222.42,,0.0,78037319680,20.1,1300.5,13.21,17.65,102.9,25.95,-9.97,265.3,20.4,3.22,-10.06,N/A,0.34,N/A,N/A,Profit +25.95% QoQ,"Q1 earnings preview: Here’s what Nomura expects from Nestle, Titan, other consumer majors’ June quarter results
Newspaper Publication With Respect To The Unaudited Standalone And Consolidated Financial Results For The Quarter Ended On June 30, 2026
Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome
Announcement under Regulation 30 (LODR)-Press Release / Media Release
Unlock Stock Score, Analyst' Ratings & Recommendations"
2026-08-12,TATASTEEL.NS,TATA STEEL LIMITED,Basic Materials,,,,1.72,,200.52,182.63,,0.0,2322717474816,21.04,60411.78,-3.63,14.54,2318.35,-20.76,11.58,9593.17,15.88,1.86,11.38,N/A,0.89,N/A,N/A,—,"Jindal Steel to spend less, focus on utilising capacity: MD VR Sharma
Value addition key for Tata Steel as prices fall and costs increase
Tata Steel UK expects electricity access for EAF project by 2029: CEO Narendran
Tata Steel can unlock a lot of value with less capital downstream: CEO & MD T V Narendran
Announcement under Regulation 30 (LODR)-Newspaper Publication"
2026-08-12,BHARTIARTL.NS,BHARTI AIRTEL LIMITED,Communication Services,,,,1.81,,1978.0,1799.85,,0.0,12134189629440,40.62,58539.1,5.7,22.27,8167.4,11.5,-25.9,34317.6,58.62,13.38,-29.65,33634.6,1.0,20.15,8.16,EBITDA Margin 58.62% | ROE 20.15%,"Bharti Airtel shares jump 4% after Q1 results. Here’s what Jefferies, CLSA, others are saying
Stocks in news: BSE, PB Fintech, Nykaa, Airtel, and LIC
Stocks in news: Paytm, LIC, Airtel, BSE and ONGC
Announcement under Regulation 30 (LODR)-Earnings Call Transcript
Get multiple analysts' prediction on Bharti Airtel"
2026-08-12,NAVA.NS,NAVA LIMITED,Industrials,,,,2.83,,616.59,547.19,,0.0,166893912064,21.17,1142.85,15.31,12.24,127.43,-42.71,-45.71,423.2,37.03,4.49,-44.57,N/A,0.21,10.31,6.49,Revenue +15.31% QoQ | EBITDA Margin 37.03%,No recent news
2026-08-12,TECHNOE.NS,TECHNO ELEC & ENG CO. LTD,Industrials,,,,4.1,,1094.1,967.2,,0.0,114328297472,26.55,1010.04,15.8,23.81,114.51,-3.97,-14.95,164.12,16.25,9.85,-14.94,N/A,0.02,N/A,N/A,Revenue +15.8% QoQ,No recent news
2026-08-12,AARTIDRUGS.NS,AARTI DRUGS LTD.,Healthcare,,,,1.52,,439.35,367.7,,0.58,39383003136,20.59,702.78,-2.43,19.01,50.17,-9.1,-6.94,99.01,14.09,5.49,-7.11,N/A,0.37,N/A,N/A,—,"Stock picks of the week: 5 stocks with consistent score improvement and upside potential of up to 25%
Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 (""Listing Regulations"")
Announcement under Regulation 30 (LODR)-Earnings Call Transcript
Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
Unlock Stock Score, Analyst' Ratings & Recommendations"
2026-08-12,SUDARSCHEM.NS,SUDARSHAN CHEMICAL INDS L,Basic Materials,,,,1.62,,1134.53,872.9,,0.0,83166027776,375.79,2789.9,32.66,106.75,78.7,168.26,2067.5,263.8,9.46,10.0,2100.0,N/A,0.64,1.04,0.96,Revenue +106.75% YoY | Revenue +32.66% QoQ | Profit +2067.5% YoY | Profit +168.26% QoQ | EPS +2100.0% YoY,No recent news
2026-08-12,FLUOROCHEM.NS,GUJARAT FLUOROCHEM LTD,Basic Materials,,,,4.43,,4612.8,3655.3,,0.0,501553102848,87.62,1369.0,20.51,11.76,112.0,8.74,-41.36,313.0,22.86,9.92,-42.96,N/A,0.29,7.55,4.64,Revenue +20.51% QoQ,"Ahead of Market: 10 things that will decide stock market action on Thursday
Ashish Kacholia, Vijay Kedia beat Nifty in Q1, portfolios swell up to 40%
Ahead of Market: 10 things that will decide stock market action on Wednesday
Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome
Get multiple analysts' prediction on Gujarat Fluorochem"
2026-08-12,MANAPPURAM.NS,MANAPPURAM FINANCE LTD,Financial Services,,,,4.31,,371.85,305.2,,-0.8,331209932800,21.53,1496.66,7.24,-7.31,403.96,67.58,43.22,N/A,N/A,4.77,44.98,N/A,3.6,N/A,N/A,Profit +43.22% YoY | Profit +67.58% QoQ | EPS +44.98% YoY,"Tata Capital joins the race to own a piece of India's dormant wealth
Tata Capital to buy 88.6% in Yogloans, enters gold loan business
Manappuram Finance, Muthoot Finance, other gold financier stocks drop up to 3%. Here's why
Shareholder Meeting / Postal Ballot-Outcome of AGM
Get multiple analysts' prediction on Manappuram Finance"
