Date,Stock,Company,Sector,Close Price,Daily Gain %,Week Gain %,Volume Spike (x avg),RSI (14d),52W High,52W Low,Dist from 52W High %,Sector Weekly Gain %,Market Cap,P/E Ratio,Revenue (Cr),Revenue QoQ %,Revenue YoY %,Net Profit (Cr),Profit QoQ %,Profit YoY %,Operating Profit (Cr),EBITDA Margin %,EPS,EPS Growth YoY %,Operating CF (Cr),Debt to Equity,ROE %,ROCE %,Growth Flags,News (Last 2 Days)
2026-06-12,IFCI.NS,IFCI LTD,Financial Services,84.57,19.99,6.24,3.44,70.8,84.57,56.68,0.0,4.25,227858153472,122.57,340.52,1.0,32.2,13.22,186.75,-94.18,N/A,N/A,0.05,-94.25,N/A,N/A,N/A,N/A,Revenue +32.2% YoY | Profit +186.75% QoQ,"Ahead of Market: 10 things that will decide stock market action on Friday
Ahead of Market: 10 things that will decide stock market action on Thursday
Ahead of Market: 10 things that will decide stock market action on Wednesday
Announcement under Regulation 30 (LODR)-Change in Management
Nippon India Nifty Smallcap 250 Index Direct-G"
2026-06-12,AIIL.NS,AUTHUM INVEST & INFRA LTD,Financial Services,530.15,15.26,14.58,14.51,58.0,530.15,428.75,0.0,4.25,450216919040,8.61,310.71,-35.0,-78.6,59.75,-62.89,-96.61,138.24,44.49,0.77,-99.26,N/A,0.25,13.1,10.93,EBITDA Margin 44.49%,No recent news
2026-06-12,MTARTECH.NS,MTAR TECHNOLOGIES LIMITED,Industrials,7159.5,13.53,-4.99,2.03,41.6,8075.5,4397.4,-11.34,0.59,220223291392,236.52,302.88,10.64,75.76,44.28,27.66,177.39,78.2,25.82,14.4,177.46,N/A,0.46,12.12,5.92,Revenue +75.76% YoY | Profit +177.39% YoY | Profit +27.66% QoQ | EPS +177.46% YoY | EBITDA Margin 25.82%,"MTAR Tech vs Apollo Micro Systems: Which multibagger defence stock to buy after 395% rally in 1 year
MTAR Tech shares soar 24% in just three sessions. What’s triggering this renewed buying spree?
2026 multibagger MTAR Tech shares soar 18% in two days. What’s triggering the sharp surge?
Unlock Stock Score, Analyst' Ratings & Recommendations
Get multiple analysts' prediction on MTAR Technologies"
2026-06-12,IXIGO.NS,LE TRAVENUES TECHNOLOGY L,Consumer Cyclical,178.22,12.2,14.57,4.75,50.8,182.88,151.68,-2.55,0.0,78179614720,103.62,308.05,-3.0,27.42,31.96,31.75,105.9,38.79,12.59,0.72,80.0,N/A,0.02,5.33,2.1,Revenue +27.42% YoY | Profit +105.9% YoY | Profit +31.75% QoQ | EPS +80.0% YoY,No recent news
2026-06-12,PARAS.NS,PARAS DEF AND SPCE TECH L,Industrials,1097.15,10.92,14.27,1.67,76.2,1097.15,705.9,0.0,0.59,88416387072,99.92,171.31,61.08,58.28,34.38,88.8,74.34,54.56,31.85,4.27,74.29,N/A,0.04,13.14,7.12,Revenue +58.28% YoY | Revenue +61.08% QoQ | Profit +74.34% YoY | Profit +88.8% QoQ | EPS +74.29% YoY | EBITDA Margin 31.85%,No recent news
2026-06-12,TTML.NS,TATA TELESERV(MAHARASTRA),Communication Services,46.44,10.18,0.61,8.55,64.0,46.44,41.21,0.0,0.0,90786840576,N/A,295.54,0.42,-11.19,580.93,486.18,284.36,163.03,55.16,2.97,284.47,N/A,N/A,N/A,22.71,Profit +284.36% YoY | Profit +486.18% QoQ | EPS +284.47% YoY | EBITDA Margin 55.16%,No recent news
2026-06-12,TMCV.NS,TATA MOTORS LIMITED,Consumer Cyclical,390.3,10.15,6.92,2.35,49.4,442.8,354.35,-11.86,0.0,1437275389952,47.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,—,"Dividend rush! Buy these 5 Adani stocks, 4 Tata Group stocks today to lap up payout rewards
Betting big on mid and smallcaps; largecaps most expensive on PEG basis, says Dinshaw Irani
These large-caps have ‘strong buy’ & ‘buy’ recos and an upside potential of up to 26%
Announcement under Regulation 30 (LODR)-Newspaper Publication
Unlock Stock Score, Analyst' Ratings & Recommendations"
2026-06-12,ASHOKLEY.NS,ASHOK LEYLAND LTD,Industrials,152.45,10.01,4.93,2.3,41.1,175.97,138.58,-13.37,0.59,895469092864,25.84,17138.9,16.1,17.09,1290.7,58.66,14.21,3720.23,21.71,2.2,14.58,N/A,3.45,21.64,7.41,Revenue +16.1% QoQ | Profit +58.66% QoQ | ROE 21.64%,"'India to pilot hydrogen buses, trucks on 10 roads; Reliance, Tata, NTPC among partners,' says Nitin Gadkari
Maruti Suzuki launches India's first flex-fuel car, bets on biofuels to boost energy security
Commercial vehicle makers strengthen non-core business to ride out 'cyclical' bumps
Bonus issues, dividends and more: Reliance Industries, Trent among 20 stocks turning ex-date this week
Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation"
2026-06-12,TVSSCS.NS,TVS SUPPLY CHAIN SOL L,Industrials,132.26,10.0,2.0,2.24,59.7,132.26,109.37,0.0,0.59,58350469120,51.07,3032.22,11.65,21.35,17.55,63.71,468.7,93.42,3.08,0.4,463.64,N/A,1.34,6.0,2.45,Profit +468.7% YoY | Profit +63.71% QoQ | EPS +463.64% YoY,No recent news
2026-06-12,NETWEB.NS,NETWEB TECH INDIA LTD,Technology,4587.4,9.45,-1.68,1.78,63.2,4934.2,3309.4,-7.03,-4.19,261209702400,125.79,773.7,-3.88,86.59,70.59,-3.71,65.66,106.81,13.8,12.43,65.73,N/A,0.39,32.83,10.75,Revenue +86.59% YoY | Profit +65.66% YoY | EPS +65.73% YoY | ROE 32.83%,No recent news
